par_id,community,text,label,text_length
837,hopeless,"hopeless: Satan , having failed hopelessly , miserably , in tempting and in ensnaring Jesus to sin in various ways , despite having presented himself personally appealingly , with his usual impeccable disguise of kindness , but concurrently making full use of his powerful dialecticals , now employs against the Master , the satanic tactic , the satanic masterstroke of using the Target 's own goodness and mercy as weapons to conquer , by extolling Jesus ' divine attributes , extolling how good Jesus is . In this particular temptation , Satan , lying through his teeth and slithering like the proverbial snake in the grass , cunningly implores Jesus , begs Jesus , thus :",0,674
2041,migrant,"migrant: Estimates of the number of Roma in France differ depending on definition . A 2014 report by an alliance of 12 countries working to promote Roma inclusion said there were 500,000 Roma in France , including travellers and migrant Roma .",0,243
1061,in-need,in-need: The Porcupine Warriors new coach believes it 's an opportunity to correct past mistakes but insists he would be in need of support from fans to succeed/,0,161
296,immigrant,"immigrant: They 'll hardly have that place cleaned in time for next year 's show . Think about this logically , the glitter is now in the drainage system , it 's definitely in the swimming pool , it 's in the bedclothes . The most pragmatic approach at this point is to burn the villa down and all who inhabit it . Seems like a drastic measure but it is literally the only way we can secure that shit and keep it contained . We ca n't have them bringing that immigrant glitter back to the UK from the mainland . Not on your life , suckers . Burn everything and do it quickly .",0,576
1019,disabled,disabled: She pledged her support and commitment to the course of Peace in the country and believed Ghana will maintain that needed peace all the time and urged the disabled persons to take part in nation building by exercising their franchise on December 7 .,0,259
345,migrant,"migrant: In the aftermath of the murder , inequities in America 's immigration system were highlighted after his widow Sunayana Dumala faced deportation as she was on a H4 dependent visa , which lapsed after the death of her husband . Following the intervention of Republican Congressman Kevin Yoder , she received a one year reprieve and Yoder is also working on a bill to reduce the massive backlog confronting nearly one million immigrants still awaiting their green cards .",0,477
10110,poor-families,"poor-families: """""" Free school meals looks after the poorest . Even then we have all sorts of systems for people who really are in financial need , and I mean the real ones . I do n't mean the ones who are playing the system , trying to get other poor families to pay for their child 's food . """"""",1,297
273,immigrant,"immigrant: The PGA of America stripped its 2015 Grand Slam of Golf from Trump National Los Angeles after Trump 's comments on Mexican immigrants , and the event was later discontinued .",0,185
2105,refugee,"refugee: ""So , why should Germany of all countries offer asylum to an American ? Hochhuth writes that """" more than any other , the German people are obligated to honour the right of asylum because , beginning in 1933 , our elite , without exception from the Mann brothers to Einstein , survived the 12-year Nazi dictatorship purely because other countries , with the US as the greatest example , offered asylum to these refugees . """"""",0,434
1530,homeless,homeless: Scores of residents at the Nungua farms in Accra have been rendered homeless after their houses were demolished by the Agric Ministry .,0,145
2586,refugee,refugee: Ali Abbas Zafar 's Gunday is based on the friendship of two boys Bikram and Bala who become refugees during the Bangladesh War of Liberation .,0,151
10407,in-need,"in-need: ""He said his decision to help those in need did not benefit him personally , but """" rather such assistance was being given by all the Group 's employees ... in one way or another , all of us have been helping those in need . """"""",1,237
9753,poor-families,"poor-families: These are all examples close to home , but they are not unique , or in isolation . There are millions of maids out there who face the same ordeal faced by the maids I have personally come into contact with . These women are victims of their circumstances . Born in poor families , they are doomed to carry the legacy of their poverty all the way through to the furthest of their posterity .",1,405
239,in-need,in-need: Moreover donations for dams may increase if Imran Khan as the Prime Minister of Pakistan declares them a flagship project of his government and urges people especially overseas Pakistanis for contributions who have always generously contributed for such causes whenever Pakistan was in need .,0,301
1314,immigrant,"immigrant: As for Biney , the boundlessly positive daughter of a Ghanaian immigrant who will compete in short-track skating , her impressive achievements do n't stop at being just one of two African-American women to finally compete as speed skaters in the Winter Games . She 's also one of only four foreign-born U.S. Olympians and the second-ever African-born U.S. Olympian .",0,377
1989,poor-families,"poor-families: Last week , in the city of Rahimyar Khan , several poor families , including children as young as two , were arrested even though they held Proof of Registration cards that allow them to reside legally in Pakistan .",0,230
1603,poor-families,poor-families: The scheme is designed for poor families with free of cost access to secondary as well as priority diseases treatment .,0,134
8522,women,"women: """""" That is something that has been a tremendous help to us and these young men and women are very appreciative of what have been done for them , """" he said .""",1,166
1264,in-need,"in-need: The European Union together with its Member States is the world 's leading donor of humanitarian aid . Relief assistance is an expression of European solidarity towards people in need around the world . It aims to save lives , prevent and alleviate human suffering , and safeguard the integrity and human dignity of populations affected by natural disasters and man-made crises . For more information , please visit ECHO 's website .",1,442
33,disabled,disabled: Arshad said that besides learning many new aspects of sports leadership he learnt how fast-developing nations were using sports as a tool of development and in this effort the disabled and the underprivileged were not left behind at any stage .,1,254
2872,homeless,"homeless: ""Ms. Archibald """" had room in her heart for everyone and believed strongly that every person was to be valued and respected , """" the family said , noting she worked at a homeless shelter prior to moving overseas . """" She would have had no understanding of the callous cruelty that caused her death . """"""",1,313
2324,homeless,"homeless: San Francisco receives about $1.2 billion a year in federal funding for services that include housing , health and social services , and homelessness .",0,161
600,poor-families,poor-families: He also gave out food to poor families selected by the local social development office .,1,103
2341,poor-families,"poor-families: In fact , many Filipinos share the view of Senator Angara that it is certainly high time to cut red tape that has been hampering the national government 's social services to poor families across the country .",0,224
672,in-need,"in-need: UCRT official , Dismas Partalala Meitaya said that not being in a position to fight for their own rights , the indigenous are in need of protection .",1,158
1866,poor-families,"poor-families: As they grow and mature , many young people assume active roles in shaping their lives and contributing to their societies . Many poor families obtain financial services and economic opportunities to provide for their children . Advocacy at local , national and global levels can influence legal and institutional reforms to create a just and level playing field for children and their families . And finally , World Vision monitors children 's well-being together with community partners as a barometer for the health of the community .",0,552
1129,hopeless,"hopeless: Gamedze : As we continue to get shot , stun-grenaded and arrested , we might see a lurking , unsettling complicity of Afropessimist protest with the status quo . We put ourselves into these spaces where this can happen to us and we help to make and remake the conditions of black hopelessness and non-existence that white supremacy forces on us .",0,356
2488,immigrant,"immigrant: """""" It 's a major problem , especially attracting the new immigrants who are coming over now , """" Michael continued . """" It 's very difficult to get them interested in the association . """"""",0,200
1697,migrant,"migrant: ""The post reads in part : """" Samuel Eto'o spent millions of dollars , he boarded a flight for the whole Cameroonians migrants from Libya back to Cameroon who were stuck in Libya and were being tortured to death by the heartless serial killers . See the photos below . """" However , the Cameroon international can not be traced in any of the images shared in the blog .""",0,377
12,vulnerable,vulnerable: We find ourselves in this situation because people are living longer and a number of more local factors including that the number of people requiring nursing care in their care home is increasing coupled with the increased demands for council-funded care to vulnerable people within their own homes .,0,312
2204,homeless,"homeless: LONDON , United Kingdom -- A homeless man hailed as a hero for coming to the aid of victims of the Manchester Arena terror attack in May appeared in court on Wednesday charged with stealing from two of them .",0,218
5298,migrant,"migrant: The numbers of the dead are expected to go up , as rescuers search by sea and air for at least 40 more migrants pitched overboard early Saturday when a crowded smuggler 's boat capsized . Dozens of people plunged into the water , grabbing at anything that might help keep them afloat .",1,294
9645,refugee,"refugee: ""Francis said it was not enough to say , """" Have courage , hang in there """" , to the hundreds of thousands of refugees who are on the march toward what he called """" life 's hope """" .""",1,192
17,hopeless,"hopeless: For those few seconds , humanity is free of its shackles and one glimpses hope amid the hopelessness .",0,112
144,vulnerable,"vulnerable: """""" This is an alarming fact given these companies have run into more specific business issues like unfulfilled client payments and liability in the past 12 months , """" noted Hamann . """" Operating with only basic , mandated levels of insurance leaves SMEs vulnerable and susceptible to risk brought about by more specific but equally common business issues . """"""",0,374
2449,in-need,"in-need: ""Regardless of your situation , being generous is a good idea . Why ? """" The generous will prosper ; those who refresh others will themselves be refreshed . """" Proverbs 11:25 , NLT . """" And I have been a constant example of how you can help those in need by working hard . You should remember the words of the Lord Jesus : ' It is more blessed to give than to receive . ' """" Acts 20:35 , NLT""",1,401
2361,immigrant,"immigrant: NBC and Spanish-language Univision both declined to air the show following the business mogul 's controversial comments on Mexican immigrants , leading to a breakdown in their relationship .",0,201
2206,homeless,"homeless: ""In response to another query , he said the disadvantaged are being provided houses under the Shaheed Benazir Bhutto Housing Cell project . """" This programme has been going on for the past many years , as a large number of homeless people have been given houses through the scheme . """"""",0,296
4145,refugee,"refugee: ""Tusk praised Davutoglu and his government , saying his visit to the camp had shown him that Turkey """" is an example for the whole world on how we should treat refugees """" .""",1,183
397,women,women: New Mexico State women 's golf 2nd Hobble Creek Fall Classic .,0,69
2280,vulnerable,"vulnerable: """""" The deteriorating situation would exert a heavier toll on the most vulnerable . The resulting growth slowdown and collapse in confidence could lead to financial sector distress and social tensions , """" it added . <h> Other Stories in Zimbabwe ...""",0,263
572,hopeless,"hopeless: This is a fond hope in India and a stated but mischievous expectation in China . China likes to pretend that it is working for better India -- Pakistan relations , especially after they have both become full members of SCO . It is hopeless to think of SCO as an ' Eastern NATO ' : If it became anything like a defence grouping , it would conflict with traditional Indian foreign policy , one of whose principles has been to keep away from military alliances , hence non-alignment .",0,491
2134,disabled,"disabled: The Apex Court on 2nd April , 2016 was faced with a peculiar yetunique case , when an SLP was filed by a mother on behalf of her mentally disabled child . The factual matrix in brief was the rape of her daughter who had a functional age of 8-9 despite being 38 years of age . The mother prayed before the Supreme Court that due to the functional age of her daughter being less than 18 years , the case should be tried under the Protection of Children from Sexual Activities Act ( The act dealing with sexual offences against children ) . The Court , by granting the Special Leave has accepted to answer the question on the meaning of age under the POCSO Act , i.e. whether it stands for functional age or chronological age .",0,734
2294,disabled,"disabled: Lukas ' mum Vicki was given a parking ticket for parking in a marked disabled bay at the William Harvey Hospital , being told that while it was disabled bay , it was for private patients only .",0,203
968,vulnerable,"vulnerable: """""" The offences are serious and disturbing . The victims were chosen because they were vulnerable , accessible and trusting , """" provincial court Judge Janice Lemaistre said Thursday .""",0,198
259,refugee,"refugee: Back at the refugee camps , program winners are posted on a list for all to see , a tense wait of about two months for Madhier and 92 others in the final round at Kakuma .",0,180
2047,hopeless,hopeless: My concern is that the authorities and that includes the Opposition are doing nothing about it . The police are hopelessly out of turn with reality and even Operation Tidal Wave probably conceived in a wash pan seems to have drown in its infancy .,0,257
337,homeless,"homeless: Nowhere is the problem more evident than in Washington , the nation 's capital , which , when compared with other US states , has the highest rate of homelessness . The NAEH puts the figure at 119.9 homeless per 10,000 people .",0,237
2632,poor-families,poor-families: Mashood was highly appreciative of the fact that high-achieving students in Punjab hailed from poor families and urged them to continue their education as the government would help them with their studies .,0,221
2433,immigrant,"immigrant: """""" We have some of the best Thai , Vietnamese , Chinese and Middle Eastern food here due to the early immigrants , and it 's made Sydney such an awesome eating destination , """" he says .""",0,199
42,hopeless,hopeless: Vanessa had feelings of hopelessness in her final days which increased when her cry for help yielded no response from the resident magistrate who placed her in the care of the State . Her letter was conveyed to this court official by an investigator from the Office of the Children 's Advocate .,1,305
548,refugee,"refugee: """""" At the moment we do not have plans to receive more refugees yet , """" he told Khmer Times . """" We wait until these four refugees here settle down comfortably first . """"""",0,181
631,vulnerable,"vulnerable: ""Participants also hope that member countries could also give a boost to the so-called Green Fund , serving as the main vehicle for providing up to $100 billion a year in aid to poor and vulnerable countries by 2020 . Much to the disappointment of the vulnerable and affected countries , the fund promised in Copenhagen to initiate the mitigation effort through mobilising """" fast start """" contribution of $30 billion earmarked for 2010 , 2011 and 2012 is yet to be made available .""",0,495
7790,in-need,"in-need: ""As a child , I have always been told to give to those who are in need . I have been raised up to believe that if I do n't give to the needy , I will find my way to hell . Due to these teachings that has been imbued in me , I have been generally been sympathetic to the needy . After all it is said in the Holy Scriptures that """" there is blessing in giving than receiving """" . Growing up , I have however disabused my mind of this notion . I am just tired of seeing a familiar face beg on the street for far too long , I am tired of giving money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the next day .""",1,679
1022,refugee,"refugee: There are currently too few successful interventions to prevent gender-based violence during conflict and against refugee populations . Studies have shown that violence against women and girls increases during periods of conflict , with rape and other forms of sexual violence often being a common practice of war .",0,324
403,disabled,"disabled: The students , who were part of youth who participated in the Seeing is Believing Initiative of the Duke of Edinburgh 's International Awards and President 's Award -- Kenya , made a presentation to argue their case why disabled students should do their exams in other formats including through computers .",0,316
705,homeless,"homeless: Construction of 50 , 000 housing units for estate workers was inaugurated at a function held at the Delkin Estate in Baduraliya on Tuesday ( 23rd September ) . These houses are being constructed under a concept of His Excellency the President Mahinda Rajapaksa to provide shelter to the homeless . The inauguration of the estate housing development programme was held in collaboration with the Ministry of Plantation and Industries by the Urban Development Authority . Hon Mahinda Samarasinghe Minister of Plantation and Industries graced the occasion as the Chef Guest .",0,581
1169,hopeless,"hopeless: ""Now , he is still as """" hopelessly in love """" with words as he was as a young boy , writing for both the page and the stage . He has six poetry collections under his belt .""",0,184
2736,hopeless,"hopeless: So let us continue on that road , oppose Tory heartlessness and make sure our streets are n't populated by the hopeless , the helpless and the tragically addicted . <h> Value our free and unique service ?",1,214
9126,hopeless,hopeless: Yes ... because there is NO HOPE where he lives . India is a third-world country . Do n't be fooled by call centers in big cities . Most of the country is rural and most of the population is illiterate and hopeless .,1,226
4376,refugee,"refugee: It 's lunchtime , and we 're sitting in the gutted remains of the house he 's painting today . The floor is littered with chips of concrete , and the windows are all blown out . Images of those bombed-out homes of Aleppo come to mind . But this building is being renovated , so the landowner can rent it to refugee families who can afford more than just a tent . Ibrahim 's is not one of those families .",1,413
364,in-need,"in-need: The 24-year-old is the exact type of midfielder that Spain need in a big tournament . Whilst his playmaking , passing and silky skills will turn into goals , it 's his relentless efforts to win back possession that will make him a real nuisance to the opposition . It will be interesting to see what role Isco plays in the Euros , but even if he does n't start the game , teams will need to be cautious of his attacking capabilities . <h> RealSport",0,457
2478,migrant,migrant: Halifax social activist Rana Zaman was included among the 10th annual RBC Top 25 Canadian Immigrant awards .,0,117
2278,in-need,"in-need: """""" Woke up today to see I 've reached 1M followers ! So here 's to you guys : donating 1 house to a family in need of a home in our GK Village Ave Maria , Tanay Rizal . My way to say thank you for following me and our way of giving back , """" she wrote .""",1,264
2658,poor-families,"poor-families: By this exercise , the Prime Minister would benefit the poor families immensely and catch their imagination , which is important to give them hope that the government understands their plight and which would improve their morale .",1,245
782,vulnerable,"vulnerable: Additional workshops in the areas of effective teaching methods for vulnerable youth , effective career guidance , counselling , and job-placement measures will also be offered by the IYF in October , November , and December of this year .",0,251
1025,refugee,"refugee: On Eid , the group also handed out thousands of toys and sweets to refugee children , and organised a Grand Iftar for 3,000 refugees .",0,143
54,disabled,disabled: A court ordered an oil company to pay a former employee Sh5.7 million for sacking him because he was disabled .,0,121
1781,women,"women: As for women , Wong said the infection is mostly asymptomatic and takes months or years to develop into the serious complications of pelvic inflammatory disease that could lead to adhesion and infertility . Some may experience abdominal pain in later stages . Wong said the infertility is irreversible as the fallopian tube has been blocked .",0,349
93,in-need,"in-need: Most African flag independent States are under economic oppression , a bondage which is not very different from the colonial rules of the 1900 -- 1970 world . This modern world is a world in the midst of economic dependence and a lot of people in need of help . In other words the political environment under neo-colonial rule of today is not different from the political environment during colonial times where the struggles for independence began .",0,459
486,refugee,"refugee: ""Visiting the camp on Tuesday , the European Union 's top migration official , Dimitris Avramopoulos , urged refugees to ignore ruthless smugglers , saying : """" By following the legal path , they will be able , one day , to live under better conditions . """"""",1,267
909,homeless,"homeless: The level of crime and corruption often used to win political power , as well as to carve out fiefdoms to be ruled by the self-styled gods , has left many Jamaicans dead , others homeless and has caused some to flee our beloved nation .",0,246
2312,women,"women: ""Hollywood has struggled with diversity and accusations of discrimination against racial minorities and women , """" but this is taking it a step further . It 's not we 're ignoring people , it 's we 're abusing people . """"""",0,229
2879,vulnerable,vulnerable: You are not a country when you comfortably watch starvation waste your most vulnerable and innocent citizens . You are not a country when allow the people that fled the instant butchery of terrorists and ran into your arms die of hunger and thirst in dozens . You are not a country when you collect the weak and the poor and abandon them to ' mercy killing ' food denial !,1,384
3678,migrant,"migrant: Noting that the country was not oblivious to the financial resources and other costs that could come with the decision , she said it would be against national values of Rwanda to turn a blind eye to the plight of the immigrants .",1,238
1550,migrant,"migrant: ""People living in New Zealand -- on the whole -- are fairly favourable toward immigration . Given that New Zealand is commonly conceived as """" a nation of immigrants """" , that 's what you might hope for .""",0,214
3087,poor-families,"poor-families: Thus , the education -- labour market connection is characterised by a vicious circle whereby poor children obtain poor quality education , which in turn limits their participation in the economy and obstructs the next generation 's efforts to get a good education . Our research has identified low-quality education as the main poverty trap holding back upward mobility of children from poor families .",1,418
2271,poor-families,"poor-families: """""" This will give opportunity for the government to use the available meager financial resources to enable students from the poor families to pursue higher education , """" he said , amid applause .""",0,213
692,homeless,homeless: He was answering a question by Ezekiel Maige ( Msalala-CCM ) who had pointed out that the March 2015 hailstorm caused disasters as the residents were rendered homeless .,0,179
3201,vulnerable,"vulnerable: Meanwhile , Social and Family Development Minister Tan Chuan-Jin said his ministry would focus on strengthening marriages and families , providing a good start in life for the young , helping the vulnerable and fostering a caring community .",1,253
532,refugee,refugee: The protests are calling for Palestinian refugees who fled or were expelled during the 1948 war surrounding Israel 's creation to be allowed to return to their homes now inside Israel .,0,194
368,refugee,"refugee: Aotearoa Against Muslim Ban condemns the racist and Islamophobic immigration bans ordered by the US President Trump . A protest rally has been organised for the 7th of February , 6pm at Aotea Square in solidarity with those affected by President Trump 's executive orders to implement a 90 day ban on people from seven Muslim majority countries and 120 day ban on all refugees , with an indefinite ban on Syrian refugees . More than 2000 are expected to attend the rally at Aotea Sq .",0,493
165,poor-families,"poor-families: Though many tribes now feel a need to educate their girls ; however , due to social pressures and the lack of funds they have not been able to fulfill their dreams so far . Those who do bypass societal stigmas and financial downfalls are faced with the eventual problem of the non-existence of an educational institution for their higher studies . Though some do have the option to shift to other cities , but for these tradition bound people it is easier said than done . Despite that a few of the NGOs have established private schools , but either the folks around those parts do not trust NGOs , or the fee is too high for them which poor families simply can not afford .",0,689
723,refugee,"refugee: One wonders then , what does citizenship truly mean ? When does a period of refugee-hood begin and end , and when does one fully become a citizen ? Is it simply acceptance or a mere geographical boundary change due to political conditions beyond one 's control ? Is it consistent with the western notion of nationalism and citizenship ?",0,345
649,women,"women: The woman , according to the market women , was carrying a tray with some pieces of meat , and all attempts to get her to disclose the source and type of meat she was carrying reportedly proved futile .",0,209
275,in-need,"in-need: The Portuguese superstar has raised money for various causes , including donating more than $83,000 to a 10-year-old fan in need of brain surgery . He is also a global spokesperson for organisations that tackle issues around childhood hunger , obesity and biodiversity , among others .",1,294
2173,women,"women: LWS was established by women in the early 1980s to address the needs of stay-at-home women in a rapidly growing community with few resources . Since that time the group has conducted classes and served as a social incubation centre for other community groups which became self-sustaining . The group sponsors weekly meetings of Aware , the anti-depression charity .",0,372
1771,hopeless,"hopeless: The more I read about Zionism the more I felt hopeless realizing that the right-wing Likudniks would never go back to the pre-1967 border and would do everything possible to hold onto the Occupied Territories , the so-called Judea and Samaria . Without those occupied territories , the dream of an Eretz Israel is incomplete . The toxic influence of Ze'ev Jabotinsky ( 1880-1940 ) -- the iconoclastic founder of Revisionist Zionism - loomed very high on the Likud Party .",0,481
69,refugee,"refugee: Developing countries shoulder the most significant burden , hosting around 86% of the world 's refugees , compared to 70% ten years ago . Turkey , Lebanon and Pakistan each host more than 1 million refugees . <h> Verdict",0,229
1010,vulnerable,"vulnerable: """""" WHO welcomes and is very appreciative of the much needed support which comes at a time when the health risks and needs of this vulnerable population is growing , and the underfunded health sector is struggling to sustain essential services , """" Dr Rana said .""",0,276
1606,in-need,in-need: A prolonged drought has left some four million people in Zimbabwe in need of food aid .,0,96
3724,homeless,"homeless: This collaboration between Institut Onn Ja'afar ( IOJ ) with Yayasan Chow Kit ( YCK ) invites all Malaysians to give breakfast to the homeless by starting their soup kitchen as early as 7am . They operate once every two weeks , on the first and third Wednesdays of each month outside KL Krash Pad at 346 , Jalan Tuanku Abdul Rahman .",1,343
1131,vulnerable,"vulnerable: """""" Crypto-assets also raise concerns related to misconduct and market integrity -- many appear vulnerable to fraud and manipulation , as well as money-laundering and terrorist financing risks . """"""",0,210
34,disabled,disabled: Fast food employee who fed disabled man becomes internet sensation,1,76
395,in-need,"in-need: By encouraging more residents in public rental flats to buy subsidized flats , more public rental flats can be released for those in need .",0,148
9961,vulnerable,"vulnerable: """""" These children are vulnerable and need to be helped , loved , recognised and supported . Their hearts need to be positively touched by privileged members of the society , """" said Mumassaba .""",1,207
580,migrant,"migrant: The cities slated to receive more judges have more than half of the 18,013 pending immigration cases that involve undocumented immigrants facing or convicted of criminal charges , according to data provided by the Justice Department 's Executive Office of Immigration Review .",0,285
2452,refugee,"refugee: Some debris has been quite enormous . Early last year , for example , the wreck of a homemade boat washed up at Trawalua strand was covered in live goose barnacles . It was the skeleton of a Cuban refugee craft , stuffed with polystyrene foam and plastic water bottles . <h> Commercial fishing",0,302
8081,poor-families,"poor-families: ""-- TEFAP : The Emergency Food Assistance Program , it was once better known as the """" government cheese program """" because it distributed blocks of cheese and other food to poor families . Today , Maine gets federal money to buy food staples from the USDA and distribute them to families in need through food pantries and soup kitchens .""",1,354
4720,refugee,"refugee: Our hearts go out to the hundreds of thousands of refugees to be found in Tanzania , other parts of Africa and elsewhere , and we feel compelled to hail the Japanese Government and people for their gesture of goodwill and love that will definitely make a huge difference in the lives of the beneficiaries of the assistance .",1,333
1800,migrant,"migrant: ""At Davos , the World Economic Forum dedicated this year to cultivate """" responsive """" and """" responsible """" leadership in a world largely lacking both . This mission obviously refers to domestic/national leaders , who must now serve as the bastion of bringing a torn and submerging planet from disaster , whether caused by over-adrenalised presidents and prime ministers , or environmental decay , damage , and neglect , or something else . Clearly , many would be needed , for example , to heal the Syrian scars , home the burgeoning refugee/migrant influxes , and heed the U.N . SDG ( Sustainable Development Goals ) mandate to uplift the deprived , minorities , unschooled children , other suppressed women , and so forth .""",1,737
1576,disabled,disabled: A special campaign would be launched through the electronic and print media to highlight the problems faced by the disabled persons . Legislation in this regard would be made at provincial and district level .,0,219
